Employee_ID,Age,Gender,City,Education_Level,Department,Experience_Years,Monthly_Salary,Projects_Completed,Training_Hours,Certifications,Work_Life_Balance,Job_Satisfaction,Manager_Rating,Overtime_Hours,Commute_Time_Min,Laptop_Issue_Count,Cafeteria_Rating,Internet_Stability,Last_Promotion_Years,Absenteeism_Days,Performance_Category
10216,52,Male,Kolkata,Post Graduate,Operations,16.5,121716,7,186,,1,3,4.6,,26,8,,Excellent,5.7,4,Low Performer
10217,29,Male,Pune,,Operations,3.3,74321,1,37,5,1,,4.1,68,23,,,,4.9,1,Low Performer
10218,55,Male,Delhi,Post Graduate,IT,7,131782,10,,4,3,5,2.6,50,18,13,5,Average,5.9,10,Average Performer
10219,39,Female,Bengaluru,Post Graduate,IT,7.9,127398,21,44,1,4,,2.1,34,113,6,5,Poor,2.1,23,Average Performer
10220,,Female,Bengaluru,Graduate,Operations,6.8,76973,,214,4,3,,4.6,14,47,,4,Good,5.6,,Average Performer
10221,23,Male,Hyderabad,Post Graduate,Finance,,70414,30,276,3,1,3,3.2,71,59,3,1,Good,3.3,12,Average Performer
10222,40,Male,Pune,,Sales,,47692,30,140,5,3,3,2.8,64,172,6,3,Excellent,6.7,4,Average Performer
10223,44,Female,Bengaluru,Graduate,,10.5,123958,8,91,0,2,4,3.7,37,16,2,,Poor,6.4,,Low Performer
10224,53,Male,Hyderabad,Diploma,HR,15.4,66750,24,64,,3,3,3.3,16,166,7,4,Good,1.7,7,Average Performer
10225,44,Male,Mumbai,Post Graduate,Operations,14.6,86456,19,168,0,5,,4,79,112,4,2,Poor,1.5,10,Average Performer
10226,31,Female,Hyderabad,Graduate,Operations,2.8,42085,3,7,3,1,1,3.5,44,87,4,2,Average,5.7,3,Low Performer
10227,,Male,Mumbai,,HR,13,40925,15,19,5,1,1,4.1,0,27,0,1,Poor,,17,Average Performer
10228,56,Male,Mumbai,Diploma,Sales,8.1,23615,36,106,5,4,4,4.6,2,139,12,1,Poor,4.5,14,High Performer
10229,40,Male,,Graduate,Analytics,5.7,55083,6,259,5,2,2,2.6,69,150,14,4,Good,6,4,Low Performer
10230,55,Female,Kolkata,PhD,Finance,1.4,128764,18,229,5,4,2,3,51,140,9,2,Excellent,6.8,22,Low Performer
10231,45,Female,Bengaluru,PhD,Finance,9,27605,38,214,1,3,1,3.3,52,93,14,3,,1.9,11,High Performer
10232,55,Male,Hyderabad,Graduate,,,129093,19,27,2,5,5,4.9,2,46,,2,Excellent,4.4,3,Average Performer
10233,45,Male,Kolkata,Graduate,Analytics,,62608,30,239,,5,2,3.1,46,97,7,4,Average,6.6,3,Average Performer
10234,49,Male,Mumbai,Post Graduate,Sales,12.7,146788,,135,1,5,4,3.1,74,97,6,2,Average,7,19,Average Performer
10235,38,Female,Kolkata,,HR,14,37192,39,162,3,5,,4,5,5,0,5,Good,2.3,8,Average Performer
10236,38,Female,Pune,,Analytics,4.8,69330,12,177,5,2,3,3.3,45,83,11,4,Excellent,0.8,8,Average Performer
10237,22,Male,Bengaluru,Graduate,HR,1.4,67949,34,21,4,3,3,4.9,60,147,11,5,Average,1.9,13,Low Performer
10238,55,Female,Hyderabad,Post Graduate,IT,15.4,86382,12,,5,,2,4.7,42,160,3,4,,7.6,23,Average Performer
10239,36,Male,Hyderabad,Post Graduate,Finance,0.7,117233,,188,5,1,5,3.5,55,168,3,3,Excellent,,7,Low Performer
10240,56,Male,Chennai,Graduate,Sales,16.9,70243,,,0,3,2,3.9,69,110,11,4,Average,3.3,22,Low Performer
10241,53,Male,Hyderabad,Graduate,Finance,11.5,118566,36,48,4,2,5,2.2,19,50,8,4,Excellent,0.1,0,Average Performer
10242,24,Male,Bengaluru,Graduate,Sales,6.1,76618,,16,5,5,2,4.1,46,25,9,4,,0.4,,Average Performer
10243,53,Male,Pune,Graduate,IT,,136168,17,,5,2,3,4.1,53,171,1,4,Good,5.3,,Average Performer
10244,34,Male,Hyderabad,Post Graduate,Finance,0.7,70494,3,84,5,5,5,,40,42,3,1,Average,4.7,3,Low Performer
10245,41,Male,,Post Graduate,IT,4.6,41958,,166,1,1,3,2.7,74,13,9,5,Average,4.6,16,Average Performer
10246,40,Female,Bengaluru,,Sales,2.9,125960,23,,,3,4,4.7,65,24,2,,,0.9,16,Low Performer
10247,28,Male,Mumbai,Post Graduate,Analytics,11.2,120478,13,252,0,,4,3.3,30,88,9,4,Average,2.8,18,Average Performer
10248,27,Female,,Post Graduate,Finance,3.4,23833,,,5,5,1,4,63,12,,1,Poor,6.5,12,Average Performer
10249,23,Female,Delhi,Graduate,IT,9.8,117341,21,276,,4,3,2.1,57,18,4,,Excellent,1.4,18,Average Performer
10250,37,Male,Mumbai,Graduate,Operations,,112240,8,,0,3,3,3.2,54,66,11,1,Poor,7.1,16,Low Performer
10251,53,Male,Kolkata,Diploma,Finance,5.7,125955,,9,,,1,4.5,45,167,6,1,Good,1,23,Average Performer
10252,32,Male,Hyderabad,Post Graduate,Finance,1.1,22073,16,248,0,5,4,3.2,23,59,4,1,Good,1.4,19,Low Performer
10253,42,Male,Delhi,Post Graduate,Finance,1.2,35667,,34,5,1,4,3.8,76,49,4,4,Poor,3.8,11,Low Performer
10254,42,Male,Kolkata,Post Graduate,HR,1,24732,28,121,1,4,5,2.6,36,153,3,1,Excellent,7.6,19,Low Performer
10255,50,Female,Delhi,,IT,13.4,73097,16,,5,5,5,3.2,40,57,13,1,Good,2.6,13,Low Performer
10256,28,Female,Mumbai,Post Graduate,IT,6.1,21487,14,,,2,4,4.8,24,,8,1,Excellent,5.3,21,Average Performer
10257,47,Male,Hyderabad,Post Graduate,Finance,,75702,38,239,3,1,2,3.7,28,175,5,4,Excellent,4.7,8,Average Performer
10258,47,Female,Hyderabad,Post Graduate,Analytics,,112961,20,145,2,3,3,4.7,30,10,9,3,,,24,Average Performer
10259,54,Male,Kolkata,Graduate,Finance,8.4,103107,,54,2,4,5,4.7,1,48,5,3,Good,,11,High Performer
10260,41,Female,Mumbai,,HR,9.5,125721,29,274,2,5,2,4.8,11,95,10,2,Poor,7.4,23,Low Performer
10261,50,Female,Kolkata,Graduate,Sales,13,89031,,112,3,5,5,4.7,4,8,5,4,Excellent,1.5,,Low Performer
10262,53,Female,Hyderabad,Diploma,,5.3,102217,10,50,4,5,1,2,60,,5,1,Poor,5.6,15,Average Performer
10263,48,Male,Hyderabad,Graduate,Analytics,2.6,32781,20,86,3,5,3,4.8,55,67,0,1,,7.7,11,Low Performer
10264,53,Male,Bengaluru,Post Graduate,Finance,10.2,57865,,130,0,1,5,,77,96,10,1,Average,1,9,Average Performer
10265,25,Female,Kolkata,Graduate,IT,6.2,26469,27,88,5,3,4,2.1,70,85,5,,Average,3.2,1,Average Performer
10266,39,Male,Bengaluru,Graduate,Operations,8.2,63167,32,,4,2,1,2.2,36,42,3,1,Average,1.8,2,Average Performer
10267,24,Female,Mumbai,Post Graduate,Finance,11.8,37928,10,75,0,4,,3,35,,1,,Good,1.8,4,Low Performer
10268,55,Male,Pune,Post Graduate,Analytics,9.1,,,179,5,,4,3.9,73,161,5,3,Good,1,15,Average Performer
10269,37,Male,Delhi,Post Graduate,IT,11.4,84504,33,95,5,5,1,3.2,28,172,0,1,,5.2,20,Average Performer
10270,48,Male,Bengaluru,Graduate,HR,10,88687,6,253,0,3,3,2.1,79,12,11,2,Good,6,12,Average Performer
10271,50,Male,Delhi,Post Graduate,Sales,13.4,127122,39,136,3,3,5,3.4,37,109,0,,Good,5.4,23,Average Performer
10272,,,Chennai,Graduate,Sales,,104284,18,173,,1,1,3.3,40,167,4,2,Good,7.4,,Average Performer
10273,26,Male,Mumbai,Graduate,Finance,9.8,103227,,,4,1,3,4.3,32,119,5,,Average,1.2,1,Average Performer
10274,55,Male,,Post Graduate,HR,12.4,115556,8,245,5,1,4,,12,127,1,2,Poor,2.6,,Low Performer
10275,57,Male,Chennai,Graduate,Operations,15.8,61560,25,194,1,4,5,2.7,5,20,9,2,Excellent,2.8,0,Average Performer
10276,44,Male,Chennai,Graduate,Operations,8.1,45256,,285,5,1,4,2.8,65,22,7,,Excellent,1.9,,High Performer
10277,49,Male,,Post Graduate,Analytics,7.7,24125,4,236,2,5,5,2.9,7,38,3,4,Excellent,1.1,17,Low Performer
10278,51,Male,Chennai,Post Graduate,Sales,13.9,22370,20,293,5,1,1,,63,136,11,2,Average,3.9,,High Performer
10279,55,Female,Mumbai,Post Graduate,,10.7,22838,28,279,1,4,1,3.4,8,131,3,5,,,2,Average Performer
10280,53,Male,Bengaluru,,Finance,1.7,132479,1,19,,1,5,3,22,65,9,2,Good,7.6,4,Low Performer
10281,41,Male,Mumbai,Graduate,IT,16.1,75429,23,,,1,3,3.1,70,50,13,1,Excellent,1,,Average Performer
10282,52,Male,Bengaluru,Graduate,Finance,,61199,13,212,4,5,3,3.1,20,153,4,3,Excellent,6.6,7,Low Performer
10283,43,Male,Chennai,Diploma,Finance,13.6,95092,16,64,3,5,3,4.9,0,81,9,1,Poor,6.6,7,Average Performer
10284,53,Other,Chennai,Post Graduate,HR,13.8,142925,26,,1,5,2,,45,127,3,4,Average,3.1,21,Average Performer
10285,23,Male,Pune,Post Graduate,Sales,,38113,,100,0,,3,4.5,61,170,10,4,Good,0.9,24,High Performer
10286,38,Male,Bengaluru,,HR,1.4,114102,1,282,5,,,,1,77,13,3,Excellent,7.9,6,Low Performer
10287,45,Female,Chennai,Post Graduate,IT,10.9,20669,17,164,3,3,2,2,74,90,4,2,Excellent,5.2,,Average Performer
10288,51,Male,Hyderabad,Graduate,HR,8,95818,16,286,5,2,3,5,43,85,9,4,Poor,7.9,0,Average Performer
10289,23,Male,Delhi,Post Graduate,Analytics,6.3,97737,,213,4,2,1,4.3,4,168,2,5,Good,3.9,23,Average Performer
10290,44,Female,Pune,Diploma,Finance,2.1,42406,10,,5,5,,4,38,138,7,,Good,3.2,0,Low Performer
10291,52,Female,Mumbai,Diploma,Sales,,30873,,101,3,4,1,3.2,65,171,5,1,Poor,,7,Average Performer
10292,42,Other,Pune,Post Graduate,Operations,8.9,143812,31,223,,5,5,3.7,,161,7,5,Poor,7.9,,Average Performer
10293,43,Male,Delhi,Post Graduate,IT,,100048,,75,3,,,2.8,74,159,14,3,,2,,Low Performer
10294,22,Male,Bengaluru,Diploma,Operations,11.2,,,278,1,1,2,2.1,12,73,14,5,Poor,0.2,22,Average Performer
10295,47,Male,Mumbai,Post Graduate,Finance,,31448,6,138,3,4,3,4.5,31,141,4,3,,4.1,4,Low Performer
10296,22,Male,Mumbai,Graduate,HR,,33198,28,70,4,5,2,,42,156,6,,Good,3,13,High Performer
10297,46,Female,Bengaluru,Post Graduate,Operations,16.3,91158,28,131,3,3,3,2.5,,151,9,2,Average,2.1,7,Average Performer
10298,37,Male,Kolkata,Graduate,Analytics,7.7,83470,,209,,2,3,4.4,73,,6,3,Good,,19,Average Performer
10299,53,Female,Kolkata,Post Graduate,HR,,38739,12,,4,,4,4.2,58,,5,4,Poor,2.9,17,Average Performer
10300,29,Female,,Post Graduate,Finance,15.6,,2,271,3,3,5,2.5,10,162,13,1,,3.2,,Low Performer
10301,,Male,Chennai,Post Graduate,Operations,5.7,,8,286,4,3,4,3.3,,172,11,1,,0.2,6,Low Performer
10302,46,Male,Kolkata,Graduate,IT,3.3,44547,9,153,1,4,,3.3,38,123,9,5,Excellent,4.7,,Average Performer
10303,55,Female,Pune,Graduate,Operations,8.1,112472,8,198,,4,4,4.3,25,36,13,4,Excellent,1,13,Low Performer
10304,45,Male,Kolkata,Post Graduate,Operations,7.5,103823,3,172,1,4,3,4.5,71,117,12,5,Poor,1.7,24,Low Performer
10305,44,Female,Delhi,Post Graduate,Sales,,124887,9,183,1,,2,2.3,25,69,3,,Good,5.7,13,Average Performer
10306,33,Male,Hyderabad,Post Graduate,Operations,,28686,13,,4,1,4,3.7,31,166,5,,,2.5,5,Average Performer
10307,27,Male,,Graduate,Finance,13.6,52062,,,3,5,1,4.3,45,89,8,,Good,1.3,2,Average Performer
10308,56,Female,Pune,Diploma,,9.4,66216,31,9,5,5,5,4.4,27,163,10,1,,4.6,20,High Performer
10309,40,Other,Hyderabad,,Finance,2.3,49653,25,18,2,1,1,2.4,6,63,13,4,Excellent,1.7,13,Low Performer
10310,21,Male,Hyderabad,Graduate,Analytics,15.5,39673,8,284,5,5,2,3.6,34,30,14,,,2.2,13,Low Performer
10311,28,Female,Kolkata,Graduate,HR,5.9,37629,31,220,4,3,4,4.6,65,154,11,2,,5,2,Average Performer
10312,,Male,,Post Graduate,,17.5,138756,31,179,3,2,3,3,21,166,3,5,Excellent,5.9,9,Average Performer
10313,34,Female,,Post Graduate,Sales,2.6,129641,,7,1,5,4,3.3,21,125,12,5,Excellent,5.9,8,Low Performer
10314,32,Female,Delhi,Diploma,,17.3,43063,19,141,0,2,2,4.4,,17,5,1,Average,3.9,20,Average Performer
10315,43,Male,Delhi,PhD,Sales,2.1,37322,3,104,2,1,2,2.3,45,59,5,1,,3.6,,Low Performer
10316,,Male,Chennai,,Sales,4.5,30693,30,87,5,5,2,4.6,49,140,12,3,Average,6.3,6,Average Performer
10317,48,Female,,,Sales,1.3,120379,10,284,3,2,2,2.9,7,154,2,1,Average,1.5,,Low Performer
10318,54,Male,Chennai,,Operations,12.8,30651,29,136,2,3,4,2,3,60,12,1,Average,1.2,11,Average Performer
10319,22,Female,Pune,,IT,15.4,27275,18,5,0,3,1,2.7,,88,3,1,Excellent,,,Average Performer
10320,52,Male,Hyderabad,Post Graduate,IT,8.1,63606,12,,0,1,3,2.3,43,153,2,4,Average,3.3,,Average Performer
10321,43,Female,Hyderabad,Post Graduate,Sales,16.7,19658,23,206,0,4,3,2.3,38,,14,4,Good,,12,Average Performer
10322,42,Female,Mumbai,Post Graduate,HR,10.8,90468,,,5,5,5,4.1,75,98,2,2,Good,2.1,2,Average Performer
10323,45,Female,Pune,Post Graduate,Operations,11.5,59150,9,150,4,3,2,,28,138,9,4,,2.6,,Average Performer
10324,42,Male,Mumbai,Graduate,Operations,15.3,32999,24,270,2,3,2,4.8,72,39,11,5,Average,7.2,8,High Performer
10325,42,Female,Hyderabad,Post Graduate,Finance,5.7,24376,25,206,4,,2,3.5,61,159,3,2,Average,3.4,20,Average Performer
10326,26,Female,Kolkata,Graduate,Operations,6.7,69673,25,156,0,3,1,3.4,33,130,12,1,Average,4.7,21,Average Performer
10327,35,Male,Chennai,Graduate,Sales,16.4,21476,9,226,3,5,2,,25,117,3,5,Average,0.9,19,Average Performer
10328,57,Male,Delhi,Post Graduate,,16.3,87902,12,83,0,1,,4.1,17,172,5,2,Average,,12,Average Performer
10329,53,Male,,Post Graduate,Sales,17.6,109269,11,204,4,2,5,3.4,62,18,12,2,Poor,0.3,0,Average Performer
10330,28,Female,Bengaluru,,IT,16.3,116331,38,254,0,1,1,2.4,51,78,14,5,Excellent,,22,Average Performer
10331,25,Male,Delhi,Graduate,Operations,2.7,29164,28,103,0,5,2,4.6,53,56,3,,,,22,Low Performer
10332,24,Male,Hyderabad,Post Graduate,Operations,,57316,8,217,4,5,4,3.3,41,110,5,,Excellent,7,5,Low Performer
10333,26,Female,Chennai,Graduate,Finance,7.7,80968,,147,4,2,4,2.2,53,44,1,2,Average,5.1,,High Performer
10334,52,Male,Mumbai,Graduate,Analytics,17.8,52094,25,194,3,1,,3.6,51,47,3,2,Poor,6.9,23,Average Performer
10335,50,Male,Kolkata,PhD,Operations,8.8,73329,36,56,4,5,1,3.9,12,116,1,2,,4.8,7,Average Performer
10336,55,Female,Kolkata,Post Graduate,Finance,10.2,101138,9,116,,5,4,2.8,31,7,14,5,Good,3,16,Average Performer
10337,36,Female,Delhi,PhD,Finance,9.8,84141,,139,1,2,3,4.4,65,147,11,2,Excellent,1.4,,Low Performer
10338,33,Male,Chennai,,Analytics,6.1,146307,3,116,1,4,5,4,57,177,7,4,Excellent,5.2,23,Low Performer
10339,50,Male,Kolkata,PhD,Sales,,101197,,17,,1,,4,38,99,11,4,,1.5,17,Low Performer
10340,39,,Kolkata,Graduate,Sales,16.2,100318,35,277,0,5,2,3.3,26,143,8,4,Excellent,3.3,24,Average Performer
10341,37,Male,Pune,PhD,Sales,14.5,97023,17,237,2,3,2,4.9,77,171,6,,Good,6.6,3,Average Performer
10342,39,Male,,,HR,2.9,69962,36,48,0,2,5,2.8,53,,5,4,,1,11,Low Performer
10343,48,Male,Delhi,Graduate,Sales,14.1,131037,,77,4,4,1,3.7,78,152,7,1,Good,1,21,Average Performer
10344,46,Male,Mumbai,Post Graduate,Analytics,11.5,105601,15,,3,4,2,2.9,71,,3,2,Good,1.8,15,Average Performer
10345,57,Female,Kolkata,Diploma,HR,7.7,102859,19,235,0,2,2,4.2,72,82,9,3,Average,4.4,17,Average Performer
10346,46,Male,Pune,Graduate,Sales,4.9,108933,22,,1,4,3,2.1,42,122,10,,Good,2,9,Average Performer
10347,43,Female,Chennai,Graduate,HR,15.5,63957,6,72,5,5,3,2.1,51,136,1,5,Good,4,3,Low Performer
10348,29,Female,Kolkata,PhD,Analytics,12.8,100864,7,20,,4,,4.4,13,13,13,1,Excellent,2.4,,Low Performer
10349,32,Male,Bengaluru,Graduate,Sales,10.1,144358,9,154,0,1,4,,7,157,3,3,,4,24,Average Performer
10350,21,Female,Mumbai,Graduate,IT,11.2,61739,20,296,5,3,5,3,34,179,4,1,Average,2.2,14,Average Performer
10351,21,Female,Chennai,Graduate,Operations,2.1,56733,37,106,,5,1,3.8,17,53,8,2,,7.8,8,Low Performer
10352,54,Male,Chennai,Graduate,Analytics,8.8,63389,,190,,,3,4.1,54,159,4,4,Average,3.9,14,Average Performer
10353,52,Male,Delhi,Diploma,Finance,3.9,74922,2,29,3,3,1,,77,32,8,,Average,5.9,4,Low Performer
10354,45,Female,Kolkata,Post Graduate,Finance,4.1,35580,22,76,3,5,3,2.6,51,20,8,1,Poor,5.6,,Average Performer
10355,21,Female,Delhi,Post Graduate,Analytics,12.1,133900,,85,5,3,2,,71,91,7,3,Average,3.9,2,High Performer
10356,36,Female,Mumbai,,Finance,16.4,149895,5,65,2,4,1,3.8,,,4,5,,1.9,16,Low Performer
10357,25,Male,Kolkata,Post Graduate,Analytics,7.6,25084,7,22,5,2,4,,7,178,13,2,Average,4.1,12,Low Performer
10358,42,Other,Hyderabad,Graduate,IT,4.1,95991,6,,4,2,,4.4,36,172,11,3,,5.4,,Low Performer
10359,49,Male,Kolkata,,,11.9,100455,,62,4,1,5,3.6,65,,1,5,Good,3.7,,Average Performer
10360,23,Male,Hyderabad,Graduate,Sales,15.7,130540,10,,1,4,2,2.7,76,38,4,4,Poor,0.7,3,Average Performer
10361,32,Female,Chennai,Graduate,Sales,13.6,132540,20,101,1,1,3,2.6,77,142,10,,Excellent,0.1,,Average Performer
10362,46,Male,Delhi,Diploma,HR,15.7,35333,28,219,4,,1,3.2,40,5,0,2,Good,2.6,,Average Performer
10363,36,Male,Bengaluru,Post Graduate,Finance,9.9,145182,23,16,0,,3,4.6,72,70,7,4,Average,1.2,2,High Performer
10364,57,Male,Kolkata,Graduate,,13.7,54668,35,15,4,5,2,2.2,26,119,1,4,Poor,,13,Average Performer
10365,42,Male,Bengaluru,Post Graduate,Finance,3,29945,1,167,2,1,5,2.7,19,149,6,1,Average,1.4,15,Low Performer
10366,49,Male,Kolkata,Post Graduate,Analytics,6.6,120528,29,287,1,3,5,4.7,37,51,14,5,Excellent,3.2,,Average Performer
10367,34,Female,Chennai,Diploma,Operations,7.3,64526,,,1,5,,,11,28,10,3,Good,5.7,10,Average Performer
10368,,Male,Delhi,PhD,Operations,9.4,65717,9,245,5,4,2,3.9,41,108,1,4,Average,6.5,1,Average Performer
10369,25,Female,Mumbai,Post Graduate,Finance,16.8,108480,22,49,1,2,,2.6,49,33,11,1,,3.8,0,Average Performer
10370,50,Female,,Post Graduate,Operations,15.8,30930,2,85,4,5,2,3.8,30,,10,5,Average,1.4,12,Low Performer
10371,25,Female,Mumbai,Post Graduate,Operations,2.9,22333,16,,1,1,2,3.1,,90,13,5,Good,2.2,17,Low Performer
10372,32,Male,Kolkata,Post Graduate,Sales,3.5,138384,6,,1,3,3,2.3,64,108,13,2,,3.4,17,Low Performer
10373,36,Female,,Graduate,IT,6.8,35839,13,106,5,4,4,3.7,52,145,4,1,,2.9,12,Average Performer
10374,,Male,Bengaluru,Graduate,Analytics,5.6,69337,33,95,4,2,,4,39,160,9,1,Poor,2.8,,Average Performer
10375,46,Female,Delhi,Post Graduate,Finance,11.3,38195,19,46,0,3,1,4,72,137,6,2,Good,1.1,0,Average Performer
10376,41,Female,Kolkata,Graduate,Sales,16.3,107229,,280,1,2,1,3.9,38,78,5,3,,7.3,14,Average Performer
10377,,Female,Delhi,Graduate,HR,,131251,33,278,1,,3,3.5,9,141,13,4,Good,0.2,16,Average Performer
10378,53,Male,Bengaluru,Post Graduate,Operations,11.9,130265,10,81,1,5,1,3.6,28,146,12,2,,3.5,5,Average Performer
10379,50,Female,Kolkata,,Operations,15.2,119986,,238,2,1,4,3.9,39,106,4,4,Good,7.8,,Low Performer
10380,57,Male,,Post Graduate,Finance,9.7,68998,12,,4,4,2,4.1,29,142,5,1,Poor,5.3,0,Average Performer
10381,43,Female,Mumbai,Post Graduate,IT,4.1,49558,29,225,1,3,5,4,1,165,1,2,Good,,21,Average Performer
10382,30,Other,Chennai,Diploma,IT,9.7,20985,17,266,,5,1,3.8,27,79,9,3,,1.2,15,Average Performer
10383,25,Male,Hyderabad,Post Graduate,Finance,10.2,79794,4,43,,2,1,2.5,46,44,0,4,Average,7.7,,Low Performer
10384,56,Other,Pune,Graduate,Finance,13.5,61585,29,,0,5,3,2.6,31,,0,4,Poor,0.1,23,High Performer
10385,54,Male,Hyderabad,Post Graduate,Sales,4.3,58264,7,116,5,5,3,2.8,77,21,7,4,Average,5.5,4,Low Performer
10386,51,Male,Kolkata,Post Graduate,Finance,6.9,102816,13,,5,3,2,4.8,31,168,2,1,Excellent,7,2,Average Performer
10387,,Male,Delhi,Diploma,HR,6.9,52022,5,98,,1,5,4.3,26,,14,4,Average,0.2,2,Low Performer
10388,39,Male,,Graduate,Sales,17.3,36065,6,,2,5,1,3.7,53,65,10,5,Poor,,11,Low Performer
10389,,Female,Delhi,Graduate,Operations,8.3,132382,,62,0,5,,2.8,55,115,2,4,Poor,8,,Low Performer
10390,21,Male,Delhi,Diploma,Operations,13.7,146145,7,297,5,1,5,2.3,30,87,8,1,Good,5.1,,Low Performer
10391,25,,Hyderabad,Graduate,Operations,,105191,28,20,3,1,2,4.7,23,28,12,2,Poor,3.3,24,High Performer
10392,24,Female,,Post Graduate,,5.1,,10,97,5,2,1,4.7,34,55,5,4,Average,,22,Low Performer
10393,36,Female,Chennai,Graduate,Analytics,10.5,125158,4,169,,2,3,2.3,29,174,3,4,Poor,,16,Low Performer
10394,44,Female,Hyderabad,,HR,,21143,3,,3,1,3,4.4,54,151,3,2,Excellent,,,Low Performer
10395,36,Female,Pune,,Sales,8.8,75505,25,148,2,4,3,3.3,63,66,6,5,Poor,4.7,19,Average Performer
10396,22,Female,Mumbai,Graduate,,17,46896,23,278,,1,4,3,32,71,5,1,,0.3,17,Average Performer
10397,48,Male,Mumbai,Post Graduate,Operations,4.3,68629,27,142,0,2,2,4.2,45,34,1,2,Average,1.7,2,Average Performer
10398,52,Male,Delhi,Diploma,IT,1.8,57916,14,208,1,3,1,3.8,32,111,8,1,Good,0.6,17,Low Performer
10399,,Female,,Graduate,Sales,16.1,79330,38,214,3,3,,4.3,67,170,1,2,,0.9,,High Performer
10400,40,Male,Kolkata,Post Graduate,HR,15.3,25551,32,,,,3,2.2,63,138,7,3,,0.1,0,Average Performer
10401,44,Female,Kolkata,Graduate,Finance,17.9,118972,23,298,,3,2,3,29,115,3,5,,3.4,2,Average Performer
10402,32,Male,Delhi,Post Graduate,HR,12.4,137623,,297,1,2,5,3,78,154,9,,Excellent,1.4,,Average Performer
10403,55,Male,Bengaluru,Graduate,,16.9,131216,3,166,,3,2,3,28,,0,2,Excellent,6.8,,Low Performer
10404,53,Male,Pune,Diploma,Operations,15,85782,,134,2,4,4,,61,,0,2,Good,6,8,Average Performer
10405,53,Female,Mumbai,Post Graduate,Analytics,15.3,83391,13,48,4,,4,2.8,29,76,8,,Average,4.6,8,Average Performer
10406,57,Female,Kolkata,Post Graduate,Sales,,122957,34,87,2,1,,,11,95,3,2,Average,3.9,7,Average Performer
10407,32,Female,Hyderabad,,,7.2,141546,24,128,4,2,1,3.1,66,33,0,1,,2,5,Average Performer
10408,,Male,Bengaluru,Post Graduate,Sales,16.9,,1,31,2,5,5,4.2,,123,2,1,Poor,3.8,,Low Performer
10409,21,Male,Pune,Diploma,Operations,,81411,12,11,2,1,1,3.8,9,123,2,2,Good,5.1,15,Average Performer
10410,53,Female,Mumbai,Post Graduate,Sales,9.9,91185,8,203,2,3,1,4,60,12,6,1,Excellent,6.3,23,Low Performer
10411,30,Female,Hyderabad,Diploma,IT,8.3,149960,19,116,4,4,5,2.6,22,84,5,5,Excellent,0.7,23,Average Performer
10412,49,Male,,Post Graduate,,10.4,145574,9,93,5,5,4,3,10,167,7,,Poor,5.7,24,Average Performer
10413,,Female,Delhi,Graduate,Finance,8.7,47424,28,,4,5,3,2.1,15,76,6,,Excellent,5.9,9,Average Performer
10414,32,Male,,Post Graduate,Sales,1.3,59559,14,234,3,5,,2.3,48,177,0,1,Average,4.5,,Low Performer
10415,51,Male,Delhi,Graduate,,,29075,27,,0,1,4,2.8,,37,2,1,Poor,1.7,,High Performer
10416,22,Male,Kolkata,Post Graduate,Finance,8.3,27950,18,293,0,5,3,2.2,13,9,8,,Poor,4.3,21,Average Performer
10417,55,Female,Pune,Post Graduate,,10.8,57305,6,165,5,2,4,3.8,5,169,3,1,Poor,4,2,Low Performer
10418,43,Female,Delhi,Post Graduate,Sales,2.9,21569,33,285,0,3,5,5,41,149,10,5,,3.8,5,Low Performer
10419,37,Male,Kolkata,Graduate,IT,0.6,84778,,,2,4,1,2.3,16,26,11,2,Excellent,3.7,7,Low Performer
10420,46,Female,Chennai,Graduate,Analytics,4.8,120633,25,264,5,3,5,4.5,41,82,10,2,,,22,High Performer
10421,28,Male,Kolkata,Post Graduate,Finance,12.8,48085,13,,0,2,2,2.4,9,164,12,5,Excellent,1.5,12,Average Performer
10422,49,Male,,Diploma,Analytics,2.2,114307,23,270,4,2,5,4,45,18,12,5,Good,0.8,23,Low Performer
10423,46,Male,Kolkata,Graduate,Sales,16.4,110174,36,,3,3,1,3.9,,,13,5,Poor,1.9,18,Average Performer
10424,30,Male,Pune,Graduate,HR,4.3,54163,33,283,1,1,4,4.7,,154,13,2,Good,2.1,7,Average Performer
10425,46,Male,,Post Graduate,Analytics,4.1,67592,21,221,3,2,,2.3,78,34,13,4,Excellent,2,20,Average Performer
10426,54,Female,,Post Graduate,Analytics,3.7,135431,34,211,0,5,,2.9,38,,14,3,Average,1.7,22,Average Performer
10427,27,Female,Delhi,Graduate,Operations,0.7,26039,36,157,5,4,4,2.3,1,9,11,5,,5.9,12,Low Performer
10428,24,Male,,Graduate,IT,14,21824,17,185,0,4,3,,67,22,2,5,,6.5,3,Average Performer
10429,31,Male,Bengaluru,Graduate,Sales,15.8,68420,10,216,4,,1,4.7,51,67,4,2,Average,2.6,2,Average Performer
10430,49,Male,,Diploma,Analytics,11.2,107535,23,277,3,,5,4.3,10,178,7,2,Average,2.4,21,Low Performer
10431,56,Male,Mumbai,Graduate,Sales,3.8,21436,2,207,,,4,4.2,36,139,0,3,Good,6.8,24,Low Performer
10432,45,Male,Chennai,Graduate,IT,,,35,209,4,4,3,3.6,71,161,,1,Poor,5,19,Average Performer
